epoch,train_loss,val_loss,ce,kl,sparsity
0,1.3489214264121885,1.2561013436244977,1.188734769821167,1.1241850852966309,-1.2737103700637817
1,1.2198294735096102,1.2293942509451172,1.054495096206665,1.2354750633239746,-1.1624202728271484
2,1.19566073713563,1.2285874829828558,0.8854048252105713,1.2903833389282227,-1.1075119972229004
3,1.1822771144510795,1.225966599212229,1.2665205001831055,1.2477226257324219,-1.1501728296279907
4,1.1766351706014355,1.2240069879224598,1.096935749053955,1.256067156791687,-1.1418282985687256
5,1.172925588191009,1.2193302711092593,0.954748809337616,1.318564772605896,-1.0793306827545166
6,1.1699955208229573,1.218208267695998,0.9714698195457458,1.2967073917388916,-1.1011879444122314
7,1.1675571694463045,1.2165985324824835,0.9596883654594421,1.2615605592727661,-1.1363348960876465
8,1.1647334904273257,1.2130893277542207,1.003832221031189,1.1870651245117188,-1.2108303308486938
9,1.1631384878431943,1.217613594872611,1.0511394739151,1.2745416164398193,-1.1233537197113037
10,1.1618870229714962,1.2178073159104785,0.9889106750488281,1.257025122642517,-1.140870213508606
11,1.160811140535544,1.2157117029091506,1.145522952079773,1.3018500804901123,-1.0960452556610107
12,1.159311802298086,1.216050045830863,0.9585474729537964,1.2729861736297607,-1.1249092817306519
13,1.15990153875732,1.2166695354919665,1.071097731590271,1.2715327739715576,-1.126362681388855
