epoch,train_loss,val_loss,vx_mse,wz_mse
0,0.11098063649720498,0.12035783736607043,0.020159268751740456,0.03781162202358246
1,0.08001609250046453,0.1137816698450346,0.009534555487334728,0.037855446338653564
2,0.07129864204113884,0.105996197131519,0.0063662054017186165,0.026201365515589714
3,0.06563787108874987,0.09902081693647186,0.0035618275869637728,0.02912488393485546
4,0.061974659037128045,0.09672065913198816,0.0035966711584478617,0.049403078854084015
5,0.0574512730863022,0.09424620771950103,0.0071653579361736774,0.014031588099896908
6,0.05199805737837501,0.09928720638652737,0.005151829682290554,0.017201334238052368
7,0.049295722804823396,0.0963669495359148,0.005535238888114691,0.05794721469283104
8,0.04806996693123102,0.09582354187445948,0.00596392247825861,0.07783236354589462
9,0.047957779255084376,0.09209879976308036,0.004990446846932173,0.010318589396774769
10,0.04742524200519899,0.09213682919921846,0.0072425128892064095,0.04028758779168129
11,0.046925610308472386,0.09299457886434616,0.00433413777500391,0.05715714767575264
12,0.04651855859544257,0.09008709854332413,0.00788540206849575,0.0067655895836651325
13,0.04570997880686894,0.08927892663673212,0.005148842465132475,0.029397254809737206
14,0.04448143986825356,0.08784046837108883,0.003796026110649109,0.03489353880286217
15,0.045138649978098584,0.08586318823625687,0.006437834817916155,0.0472143329679966
16,0.04459231601581628,0.08544129753732306,0.006307314150035381,0.05675455927848816
17,0.044610153997879376,0.08378222017127195,0.008633493445813656,0.02119423821568489
18,0.043814787517707184,0.08305351529277487,0.004801847506314516,0.0364755280315876
19,0.043264303099107816,0.08078272391799243,0.006658085156232119,0.04116455465555191
20,0.043207136518935284,0.07659724944350409,0.0071355849504470825,0.041800085455179214
21,0.0425480373968559,0.07773235374042554,0.006750697735697031,0.04099556803703308
22,0.0419689340174642,0.07832987341714179,0.008306331001222134,0.01258163247257471
23,0.04122952964475733,0.07637745385662593,0.002844049595296383,0.005397346336394548
24,0.04105254189737021,0.07563542473444143,0.008617675863206387,0.032564014196395874
25,0.040639665321980815,0.07439131654351723,0.00697053037583828,0.015469450503587723
26,0.04014170213186151,0.07310136216059242,0.004917466547340155,0.024577956646680832
27,0.039918232905083444,0.07397118578749881,0.005124094430357218,0.01278206892311573
28,0.040031091515021065,0.07130641204529331,0.003257391508668661,0.02231617644429207
29,0.03928096661637535,0.0704201347199212,0.0055000497959554195,0.013782691210508347
30,0.03961637384726594,0.0692919921547834,0.005938837304711342,0.02048768848180771
31,0.03960529866023798,0.06910476212723798,0.005537961144000292,0.05117227882146835
32,0.038490829989224595,0.06951944538254834,0.005733880680054426,0.09638279676437378
33,0.039499934558688866,0.06772805502847698,0.00553185073658824,0.051062293350696564
34,0.03817939439731637,0.06841537160048754,0.007082137744873762,0.008589264936745167
35,0.0389331830264424,0.06803818439751988,0.0076570394448935986,0.004971089772880077
36,0.038998324600553885,0.06650138308993317,0.004569466225802898,0.016991501674056053
37,0.038199712012423385,0.06690525583084955,0.0035857895854860544,0.01600007712841034
38,0.03820567640514482,0.06910289965773789,0.006828916259109974,0.041183311492204666
39,0.038189469797800565,0.06618881435480285,0.005090706050395966,0.01985645852982998
40,0.037741620917508864,0.06606619551489101,0.0027053330559283495,0.034970421344041824
41,0.038211378464408904,0.06807920928389162,0.007232370786368847,0.035578615963459015
42,0.03830943071971769,0.06827418954142773,0.004558918531984091,0.00761058833450079
43,0.03710662668741048,0.0668817140176145,0.007592361886054277,0.04900915548205376
44,0.03676888738288391,0.06891371426384862,0.0036621822509914637,0.008978437632322311
45,0.03735921322507161,0.06687248844719183,0.007051711902022362,0.05777288228273392
