epoch,train_loss,val_loss,ce,kl,sparsity
0,1.3597244336841983,1.2612641646869276,1.1443800926208496,1.161521553993225,-1.236373782157898
1,1.2288143624945556,1.2296331003444172,0.9782730937004089,1.2332370281219482,-1.1646584272384644
2,1.2039672488617987,1.224332619510523,1.0764344930648804,1.2380446195602417,-1.1598507165908813
3,1.1917876845679831,1.2233364221172855,1.2249521017074585,1.2121719121932983,-1.1857235431671143
4,1.182380937703359,1.2198674242547218,1.0062665939331055,1.2257516384124756,-1.1721436977386475
5,1.1749975379162978,1.2213483406055299,1.0516289472579956,1.2677251100540161,-1.1301703453063965
6,1.1720466259224744,1.2174552710222981,1.077884316444397,1.1797163486480713,-1.2181789875030518
7,1.1679695451848549,1.2172073509917796,1.052689552307129,1.2041819095611572,-1.1937135457992554
8,1.1670852722145366,1.216765514188262,0.950186014175415,1.257165789604187,-1.140729546546936
9,1.1653313185714513,1.222363336180481,1.0545234680175781,1.2720829248428345,-1.1258125305175781
10,1.164241451061758,1.218131239725826,0.9641019701957703,1.2664616107940674,-1.1314337253570557
11,1.1631957704429678,1.2235528490825989,1.030701756477356,1.2017123699188232,-1.1961829662322998
12,1.1619930163425558,1.218010460279633,1.150180697441101,1.2805551290512085,-1.117340326309204
13,1.1604590792663199,1.2244360835356554,1.209195852279663,1.3222575187683105,-1.0756378173828125
