epoch,train_loss,val_loss,vx_mse,wz_mse
0,0.09986396981651555,0.1134081130022166,0.01248783990740776,0.11212882399559021
1,0.07337389171877572,0.0977155422501685,0.005279459524899721,0.1577419936656952
2,0.0648305820522354,0.0845644812045851,0.0055486042983829975,0.02794380858540535
3,0.05911822160652978,0.08272370505387297,0.006196803878992796,0.051307834684848785
4,0.05681024334960259,0.08413229764412274,0.004500015173107386,0.07607686519622803
5,0.05497144111570465,0.08004309867796564,0.0036479185800999403,0.03355401009321213
6,0.051843332809065217,0.07914467398961865,0.0046840994618833065,0.06260167807340622
7,0.050836752210609126,0.074967078653753,0.0021929556969553232,0.03533213213086128
8,0.049230289117452745,0.07923536359348071,0.005087926983833313,0.0461900494992733
9,0.047972527596512216,0.08099266540621461,0.004301303066313267,0.0726521909236908
10,0.047111568059385975,0.07356860709431833,0.004443950019776821,0.049159400165081024
11,0.0468365406409468,0.07363311743999246,0.004187472630292177,0.03900568187236786
12,0.04635348022920718,0.07244587495567781,0.005653674248605967,0.02042483724653721
13,0.0458200348123988,0.07426474327012744,0.00561335077509284,0.02091425657272339
14,0.045170816791545346,0.07141158108593823,0.004334987141191959,0.01130042877048254
15,0.04414529894184137,0.07365266827344158,0.0068877022713422775,0.042938318103551865
16,0.04393834683008176,0.07060328215179472,0.005043764598667622,0.03930043801665306
17,0.043787739949568,0.06844183094332441,0.0062954300083220005,0.013040118850767612
18,0.04302202584254025,0.06972604033460779,0.00506832730025053,0.04369904473423958
19,0.04265427791069579,0.07195892033133922,0.006581955589354038,0.053025081753730774
20,0.04280149596200779,0.06844362442772325,0.006100812926888466,0.034204743802547455
21,0.041698178211542494,0.0694858008449314,0.004379554186016321,0.0526118129491806
22,0.04141701410047066,0.0685497182844586,0.004662614315748215,0.05276523157954216
