run_id,notes,start_x,start_y,start_yaw,g1_x,g1_y,g1_yaw,g2_x,g2_y,g2_yaw,g3_x,g3_y,g3_yaw,g4_x,g4_y,g4_yaw,g5_x,g5_y,g5_yaw,g6_x,g6_y,g6_yaw,g7_x,g7_y,g7_yaw,g8_x,g8_y,g8_yaw
0,,4.682,1.46,-1.847,0.522,-1.851,3.132,-6.209,-7.575,-1.153,10.535,-8.511,1.457,11.213,5.437,2.187,7.302,7.169,-3.131,-0.662,6.171,-2.264,-2.652,-1.0,-0.328,3.015,-4.8,-1.57
