run_id,notes,start_x,start_y,start_yaw,g1_x,g1_y,g1_yaw,g2_x,g2_y,g2_yaw,g3_x,g3_y,g3_yaw
0,,10.533,-1.332,0.018,32.037,-12.375,-0.36,16.236,5.386,-1.981,-1.149,-2.668,0.163
