epoch,train_loss,val_loss,ce,kl,sparsity
0,1.3002333335216323,0.9567813310036181,0.6983200907707214,1.2417348623275757,-1.1561604738235474
1,1.028157253153321,0.8625240170303449,0.8554953336715698,1.4488041400909424,-0.9490914344787598
2,0.9483538873278309,0.8016870247737977,0.5221039652824402,1.5503028631210327,-0.8475925326347351
3,0.8859232432294936,0.7806720847869717,0.960590124130249,1.5124244689941406,-0.8854710459709167
4,0.8441861044292464,0.7482003010786775,1.3514256477355957,1.4452311992645264,-0.952664315700531
5,0.8181533502801251,0.7155917960369116,0.4575062692165375,1.677343487739563,-0.7205519080162048
6,0.7966357028105402,0.7166835361882183,0.4205513596534729,1.6370209455490112,-0.7608744502067566
7,0.7829994192668631,0.6996153611270852,0.5993984937667847,1.6777032613754272,-0.7201921343803406
8,0.7716926792126296,0.7057008809775205,0.5988381505012512,1.6757771968841553,-0.7221181988716125
9,0.7653411361374918,0.7024289023912424,0.6742924451828003,1.7113219499588013,-0.6865735054016113
10,0.7510014538883695,0.6987793787272143,0.535598874092102,1.590112328529358,-0.8077831864356995
11,0.7471118539345065,0.7211600445324164,0.616319477558136,1.6618953943252563,-0.7360000014305115
12,0.7411396625530864,0.6923517406258539,0.548198401927948,1.6686923503875732,-0.7292031645774841
13,0.7344148649170187,0.698839017477079,0.702358067035675,1.57538640499115,-0.8225091099739075
14,0.729414464619116,0.6804525057414382,0.604130744934082,1.6781437397003174,-0.7197516560554504
15,0.7297775301418614,0.6879510728240376,0.3323679566383362,1.9375,-0.4603953957557678
16,0.7229636985494516,0.6742439180069056,0.36069875955581665,1.8352813720703125,-0.5626139640808105
17,0.7173388178940913,0.6730049603706435,0.479049950838089,1.90415620803833,-0.49373912811279297
18,0.7097643902689512,0.6550152578433597,0.6622700095176697,1.9294183254241943,-0.46847718954086304
19,0.7095188617324493,0.6515546706128628,0.6177139282226562,1.8396955728530884,-0.5581997632980347
20,0.7080670974101695,0.6556948216852808,0.6700248718261719,1.8534183502197266,-0.544477105140686
21,0.7032226987726571,0.6506819643782265,0.3471205532550812,1.7817060947418213,-0.616189181804657
22,0.6979383915101989,0.6567370335562975,0.6065914630889893,1.7712026834487915,-0.6266926527023315
23,0.6941069559115922,0.6283413363988639,0.5121082067489624,1.7655048370361328,-0.6323904395103455
24,0.6906485231656339,0.6999564064491122,0.7973355650901794,1.7816262245178223,-0.6162689924240112
25,0.6890209386209174,0.6938512654833519,0.6882821917533875,1.8507708311080933,-0.5471246242523193
26,0.689938537324627,0.6562389714105513,0.5014485120773315,1.7395708560943604,-0.6583244800567627
27,0.6847227262585832,0.6394370271804485,0.9385908842086792,1.8531972169876099,-0.5446981191635132
28,0.6817469597607314,0.669214448758534,0.7051869630813599,1.7368403673171997,-0.6610550880432129
