epoch,train_loss,val_loss,vx_mse,wz_mse
0,0.055519020033733164,0.08737698058430728,0.002527965698391199,0.04014191776514053
1,0.03154836802235768,0.08183524635447738,0.003036520443856716,0.031089894473552704
2,0.025757715833529298,0.07394206279883088,0.0016046409728005528,0.02509106881916523
3,0.02318670859678044,0.07456537632662294,0.001994180493056774,0.01455378532409668
4,0.02204532804869462,0.07172999365713821,0.0021616260055452585,0.024655073881149292
5,0.020800676046030156,0.06708595141893009,0.0016650398029014468,0.018458835780620575
6,0.020005784845979646,0.07648615263300554,0.0011791299330070615,0.011876555159687996
7,0.019312598877056594,0.07377112772949833,0.002047179266810417,0.03275935724377632
8,0.01905267323192875,0.07355188608146909,0.0017888101283460855,0.01112312451004982
9,0.01885168517105516,0.07062377760407591,0.002621452556923032,0.03620556369423866
10,0.01810740096434451,0.06997818015119497,0.001187280286103487,0.008248862810432911
