epoch,train_loss,val_loss,ce,kl,sparsity
0,1.3252980544460393,1.2368828402464151,1.038586139678955,1.2213094234466553,-1.1765856742858887
1,1.177067084907674,1.2300506944714347,1.022465467453003,1.262010931968689,-1.1358842849731445
2,1.1637562756886217,1.2219665805619537,1.1122634410858154,1.2900248765945435,-1.1078704595565796
3,1.1546386033790546,1.2165674115386778,1.0686712265014648,1.2447459697723389,-1.1531492471694946
4,1.1460883777835884,1.2155270656916146,1.0341222286224365,1.272106409072876,-1.1257888078689575
5,1.1404794189620509,1.2133888131579367,0.9705654978752136,1.318031907081604,-1.079863429069519
6,1.135268808560429,1.2142960482455314,0.9554725885391235,1.3432700634002686,-1.054625153541565
7,1.1314467590129522,1.2120510935421047,1.0007269382476807,1.30311918258667,-1.0947760343551636
8,1.127687948969388,1.2120201768846135,0.9475528597831726,1.2717176675796509,-1.1261776685714722
9,1.12350509920402,1.209604541219114,0.9903374910354614,1.3379451036453247,-1.0599498748779297
10,1.122072746057088,1.2077658713407429,1.0058845281600952,1.3222858905792236,-1.0756093263626099
11,1.1200955689654968,1.203795877053745,1.0702409744262695,1.3196380138397217,-1.0782572031021118
12,1.1182103270516115,1.2020822040215815,1.0244145393371582,1.2778615951538086,-1.120033860206604
13,1.1157216952411957,1.2070649990557174,1.0132462978363037,1.3330134153366089,-1.0648818016052246
14,1.114590948326153,1.2074295328018514,1.0217350721359253,1.3241193294525146,-1.0737758874893188
15,1.1129011831975402,1.2074828605883752,1.009467363357544,1.2983641624450684,-1.0995310544967651
16,1.1127519881336825,1.207285213687862,0.9520527720451355,1.3505486249923706,-1.0473464727401733
17,1.1106692363229074,1.2018996780041866,1.0457812547683716,1.2992219924926758,-1.0986732244491577
18,1.1098103633920782,1.2045769806690854,0.949711799621582,1.3053911924362183,-1.0925040245056152
19,1.1087436442264842,1.204129772128305,1.040092945098877,1.350203037261963,-1.0476921796798706
20,1.1087073203837559,1.2040522359424812,0.9754767417907715,1.3227102756500244,-1.0751848220825195
21,1.1067904867329088,1.2022854628896278,0.9653112292289734,1.3316583633422852,-1.0662368535995483
22,1.1069163587975515,1.201872686339729,0.9529979228973389,1.3358263969421387,-1.0620688199996948
23,1.105560946035007,1.2009781988920774,0.9551250338554382,1.3144886493682861,-1.083406686782837
24,1.1053655892799066,1.2024543348416732,0.9716523885726929,1.323071837425232,-1.0748234987258911
25,1.105484420251537,1.2020276202256919,0.9093614220619202,1.3533233404159546,-1.044571876525879
26,1.1039620686592997,1.2033550811755984,0.9814778566360474,1.3914461135864258,-1.0064491033554077
27,1.1028926256707312,1.1981169129577451,0.926394522190094,1.3197925090789795,-1.078102707862854
28,1.1024947387985637,1.2004075868513808,0.9648090600967407,1.350415587425232,-1.0474796295166016
29,1.102270068585114,1.2028701424961032,0.9597596526145935,1.3319900035858154,-1.0659053325653076
