epoch,train_loss,val_loss,ce,kl,sparsity
0,1.18628,0.79824,0.56284,1.65,-0.74299
1,0.874797,0.682919,0.449476,1.682968,-0.597404
2,0.695086,0.609387,0.377191,1.705067,-0.494812
3,0.591403,0.562501,0.331101,1.719881,-0.422516
4,0.531582,0.532605,0.301712,1.72981,-0.37157
5,0.497069,0.513542,0.282973,1.736466,-0.335669
6,0.477156,0.501387,0.271025,1.740928,-0.31037
